indic_ur,cities\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 
EC2021V,TR009C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7645 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR010C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17200 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR011C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6014 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR012C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	656265 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR013C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	167299 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR014C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2064 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR015C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3032 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR016C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15452 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR017C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10194 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR018C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17135 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR019C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11060 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR020C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12134 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR021C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2003 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR022C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18343 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR023C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1064 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR024C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11085 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR025C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4373 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,TR026C1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5408 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK	: 	2554510 	2449415 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1611535 	: 	: 	: 	2028590 	2007620 	1963940 	1974120 	: 	: 	: 	: 	: 	: 
EC2021V,UK001K2	: 	476890 	444880 	: 	: 	: 	334395 	: 	: 	: 	: 	: 	: 	246390 	: 	: 	256415 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK002C1	: 	32665 	29520 	: 	: 	: 	24045 	: 	: 	25970 	: 	: 	: 	19290 	: 	: 	20030 	: 	: 	: 	: 	22025 be	: 	: 	: 	: 	22640 be
EC2021V,UK002K1	: 	72250 	67265 	: 	: 	: 	56595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK003C1	: 	26310 	26280 	: 	: 	: 	20490 	: 	: 	21070 	: 	: 	: 	16060 	: 	: 	16125 	: 	: 	: 	: 	17870 be	: 	: 	: 	: 	17750 be
EC2021V,UK004C1	: 	17295 	16630 	: 	: 	: 	14000 	: 	: 	14015 	: 	: 	: 	10750 	: 	: 	10725 	: 	: 	: 	: 	10790 be	: 	: 	: 	: 	12275 be
EC2021V,UK004K1	: 	27340 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK005C1	: 	15040 	14420 	: 	: 	: 	12155 	: 	: 	12680 	: 	: 	: 	9645 	: 	: 	9925 	: 	: 	: 	: 	10205 be	: 	: 	: 	: 	11405 be
EC2021V,UK006C1	: 	12415 	11690 	: 	: 	: 	9440 	: 	: 	10205 	: 	: 	: 	7030 	: 	: 	7070 	: 	: 	: 	: 	7675 be	: 	: 	: 	: 	8350 be
EC2021V,UK006K2	: 	35790 	34280 b	: 	: 	: 	21320 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK007C1	: 	18065 	17275 	: 	: 	: 	14085 	: 	: 	14135 	: 	: 	: 	10780 	: 	: 	10925 	: 	: 	: 	: 	9935 be	: 	: 	: 	: 	9820 be
EC2021V,UK008C1	: 	18840 	17045 	: 	: 	: 	12460 	: 	: 	12560 	: 	: 	: 	9410 	: 	: 	9935 	: 	: 	: 	: 	12070 be	: 	: 	: 	: 	11120 be
EC2021V,UK008K1	: 	91590 	86630 	: 	: 	: 	71430 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK009C1	: 	10895 	10380 	: 	: 	: 	8425 	: 	: 	8985 	: 	: 	: 	6410 	: 	: 	6485 	: 	: 	: 	: 	6235 be	: 	: 	: 	: 	6970 be
EC2021V,UK010C1	: 	15130 	14555 	: 	: 	: 	12380 	: 	: 	13385 	: 	: 	: 	9840 	: 	: 	9755 	: 	: 	: 	: 	10805 be	: 	: 	: 	: 	10730 be
EC2021V,UK011C1	: 	17390 	16635 	: 	: 	: 	13145 	: 	: 	13500 	: 	: 	: 	10065 	: 	: 	10955 	: 	: 	: 	: 	10535 be	: 	: 	: 	: 	10485 be
EC2021V,UK012C2	: 	9500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK012K1	: 	13970 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK013C1	: 	7665 	7320 	: 	: 	: 	6120 	: 	: 	6265 	: 	: 	: 	4635 	: 	: 	4590 	: 	: 	: 	: 	5400 be	: 	: 	: 	: 	5230 be
EC2021V,UK013K1	: 	20655 	19830 	: 	: 	: 	16360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK014C1	: 	10960 	10345 	: 	: 	: 	8030 	: 	: 	8510 	: 	: 	: 	6710 	: 	: 	6960 	: 	: 	: 	: 	7355 be	: 	: 	: 	: 	7630 be
EC2021V,UK014K1	: 	17045 	16095 	: 	: 	: 	12835 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK016C1	: 	9000 	9185 	: 	: 	: 	7365 	: 	: 	6975 	: 	: 	: 	5370 	: 	: 	5750 	: 	: 	: 	: 	5535 be	: 	: 	: 	: 	5380 be
EC2021V,UK017C1	: 	4860 	4660 	: 	: 	: 	4015 	: 	: 	4215 	: 	: 	: 	3105 	: 	: 	3190 	: 	: 	: 	: 	3265 be	: 	: 	: 	: 	3015 be
EC2021V,UK018C1	: 	3995 	3830 	: 	: 	: 	3455 	: 	: 	3645 	: 	: 	: 	2630 	: 	: 	2510 	: 	: 	: 	: 	2815 be	: 	: 	: 	: 	2590 be
EC2021V,UK019C1	: 	2510 	2455 	: 	: 	: 	2080 	: 	: 	2320 	: 	: 	: 	1620 	: 	: 	1560 	: 	: 	: 	: 	1575 be	: 	: 	: 	: 	1770 be
EC2021V,UK020C1	: 	3610 	3275 	: 	: 	: 	2605 	: 	: 	2715 	: 	: 	: 	2035 	: 	: 	2020 	: 	: 	: 	: 	1960 be	: 	: 	: 	: 	: 
EC2021V,UK021C1	: 	2940 	2755 	: 	: 	: 	2290 	: 	: 	2350 	: 	: 	: 	1595 	: 	: 	1630 	: 	: 	: 	: 	1520 be	: 	: 	: 	: 	1540 be
EC2021V,UK022C1	: 	3990 	3875 	: 	: 	: 	3555 	: 	: 	3675 	: 	: 	: 	2755 	: 	: 	2785 	: 	: 	: 	: 	2930 be	: 	: 	: 	: 	2995 be
EC2021V,UK023C1	: 	5490 	5220 	: 	: 	: 	4510 	: 	: 	4975 	: 	: 	: 	3450 	: 	: 	3465 	: 	: 	: 	: 	3180 be	: 	: 	: 	: 	3720 be
EC2021V,UK023K1	: 	15760 	15105 	: 	: 	: 	13175 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK024C1	: 	2990 	2900 	: 	: 	: 	2555 	: 	: 	2775 	: 	: 	: 	2075 	: 	: 	2090 	: 	: 	: 	: 	2175 be	: 	: 	: 	: 	2175 be
EC2021V,UK025C1	: 	9505 	8840 	: 	: 	: 	6960 	: 	: 	7500 	: 	: 	: 	5285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK026C1	: 	5815 	5650 	: 	: 	: 	4980 	: 	: 	5485 	: 	: 	: 	3945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK027C1	: 	5865 	5660 	: 	: 	: 	5025 	: 	: 	5475 	: 	: 	: 	4240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK027K1	: 	9360 	9070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK028C1	: 	6770 	6370 	: 	: 	: 	5570 	: 	: 	6045 	: 	: 	: 	4640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK029C1	: 	8480 	8075 	: 	: 	: 	6660 	: 	: 	7185 	: 	: 	: 	5445 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK029K1	: 	20205 	19075 	: 	: 	: 	16330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK030C1	: 	8425 	8220 	: 	: 	: 	6660 	: 	: 	7005 	: 	: 	: 	4795 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK031C1	: 	8065 	7825 	: 	: 	: 	7040 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK032C1	: 	5720 	5065 	: 	: 	: 	3805 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK033C1	: 	7315 	7105 	: 	: 	: 	6250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK034C1	: 	3660 	3485 	: 	: 	: 	2985 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK035C1	: 	3515 	3380 	: 	: 	: 	2800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK038C1	: 	3720 	3720 	: 	: 	: 	3370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK040C1	: 	6225 	6115 	: 	: 	: 	5385 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK041C1	: 	5780 	5540 	: 	: 	: 	5050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK043C1	: 	4555 	4400 	: 	: 	: 	3875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK044C1	: 	3100 	3020 	: 	: 	: 	2530 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK045C1	: 	3645 	3550 	: 	: 	: 	3075 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK046C1	: 	2645 	2540 	: 	: 	: 	2225 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK047C1	: 	3275 	3190 	: 	: 	: 	2780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK050C1	: 	2465 	2440 	: 	: 	: 	2085 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK051C1	: 	2920 	2940 	: 	: 	: 	2615 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK052C1	: 	4920 	4715 	: 	: 	: 	3940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK053C1	: 	2330 	2215 	: 	: 	: 	1705 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK054C1	: 	3280 	3220 	: 	: 	: 	2940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK055C1	: 	3030 	2935 	: 	: 	: 	2560 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK056C1	: 	2700 	2585 	: 	: 	: 	2250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK057C1	: 	2210 	2180 	: 	: 	: 	2065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK059C1	: 	2725 	2555 	: 	: 	: 	2390 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK060C1	: 	2250 	2130 	: 	: 	: 	1945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK061C1	: 	2750 	2550 	: 	: 	: 	2080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK062C1	: 	3425 	3240 	: 	: 	: 	2660 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK101C1	: 	17980 	16580 	: 	: 	: 	13280 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK102C1	: 	6040 	5210 	: 	: 	: 	3150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK103C1	: 	22020 	20855 	: 	: 	: 	15925 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK104C1	: 	8320 	7590 	: 	: 	: 	5760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK105C1	: 	14095 	13150 	: 	: 	: 	10230 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK106C1	: 	14260 	13445 	: 	: 	: 	10710 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK107C1	: 	27370 	25630 	: 	: 	: 	20785 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK108C1	: 	13915 	12880 	: 	: 	: 	9955 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK109C1	: 	16870 	15840 	: 	: 	: 	11725 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK110C1	: 	12320 	11445 	: 	: 	: 	8460 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK111C1	: 	9120 	8065 	: 	: 	: 	5620 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK112C1	: 	16885 	14725 	: 	: 	: 	9645 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK113C1	: 	12470 	12055 	: 	: 	: 	9655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK114C1	: 	11450 	10650 	: 	: 	: 	7730 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK115C1	: 	13350 	12385 	: 	: 	: 	9270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK116C1	: 	9220 	8520 	: 	: 	: 	6560 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK117C1	: 	12220 	11390 	: 	: 	: 	8575 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK118C1	: 	12565 	11860 	: 	: 	: 	8650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK119C1	: 	17760 	16665 	: 	: 	: 	11560 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK120C1	: 	12945 	12410 	: 	: 	: 	10225 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK121C1	: 	8105 	7730 	: 	: 	: 	6290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK122C1	: 	18970 	17605 	: 	: 	: 	9315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK123C1	: 	9395 	8585 	: 	: 	: 	6105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK124C1	: 	10920 	10220 	: 	: 	: 	7420 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK125C1	: 	9905 	8535 	: 	: 	: 	5110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK126C1	: 	12750 	11575 	: 	: 	: 	7715 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK127C1	: 	12875 	12440 	: 	: 	: 	10410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK128C1	: 	15190 	14185 	: 	: 	: 	11745 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK129C1	: 	7820 	7415 	: 	: 	: 	5810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK130C1	: 	15765 	14445 	: 	: 	: 	9720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK131C1	: 	9940 	8910 	: 	: 	: 	5825 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK132C1	: 	16915 	15825 	: 	: 	: 	12650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK133C1	: 	47165 	46060 	: 	: 	: 	38810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK501C1	: 	14270 	13640 	: 	: 	: 	11650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK502C1	: 	7175 	6875 	: 	: 	: 	5685 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK503C1	: 	9150 	8715 	: 	: 	: 	7395 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK504C1	: 	9370 	9160 	: 	: 	: 	8260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK505C1	: 	8560 	8250 	: 	: 	: 	6950 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK506C1	: 	9195 	8090 	: 	: 	: 	6350 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK507C1	: 	11230 	10875 	: 	: 	: 	9565 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK508C1	: 	7445 	7265 	: 	: 	: 	6210 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK509C1	: 	8275 	7680 	: 	: 	: 	6270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK510C1	: 	5600 	5395 	: 	: 	: 	4450 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK511C1	: 	8685 	8285 	: 	: 	: 	7270 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK512C1	: 	7265 	6975 	: 	: 	: 	5910 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK513C1	: 	7980 	7485 	: 	: 	: 	6140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK514C1	: 	6810 	6390 	: 	: 	: 	5295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK515C1	: 	13170 	12650 	: 	: 	: 	10460 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK515K1	: 	15435 	14835 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK516C1	: 	5690 	5555 	: 	: 	: 	4865 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK517C1	: 	6105 	6010 	: 	: 	: 	5290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK518C1	: 	7000 	6740 	: 	: 	: 	5475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK519C1	: 	6045 	5770 	: 	: 	: 	4920 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK520C1	: 	6500 	5930 	: 	: 	: 	4935 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK520K1	: 	11825 	10820 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK521C1	: 	6240 	5940 	: 	: 	: 	5185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK522C1	: 	7870 	7540 	: 	: 	: 	5895 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK523C1	: 	5960 	5745 	: 	: 	: 	4965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK524C1	: 	11325 	10790 	: 	: 	: 	8825 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EC2021V,UK525C1	: 	11850 	10950 	: 	: 	: 	8770 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
